"Provider.State","DRG.Definition","Discharges","Total.Payments","Medicare.Payments","Covered.Charges","Total.Payments.quantile","Medicare.Payments.quantile","Covered.Charges.quantile"
"PA","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",4903,7863.35252906384,6736.42626759127,36648.8961390985,6,6,7
"RI","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",288,8829.09569444444,7823.69614583333,25465.6406944444,7,7,6
"SC","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",2026,7459.81551826259,6336.8530207305,28773.8315153011,6,6,6
"SD","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",324,8163.77549382716,6869.64395061728,21591.4254938272,6,6,5
"TN","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",2938,6992.90377467665,5803.77933287951,25623.9799591559,5,5,6
"TX","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",7675,7673.54490423453,6433.14408729642,36171.4876013029,6,6,7
"UT","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",362,7526.20591160221,6015.39121546961,20658.2509116022,6,5,4
"VT","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",159,9932.30308176101,8627.41949685535,18482.9764779874,7,7,4
"VA","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",3388,7313.56152302243,6062.65987898465,23909.1161275089,6,5,5
"WA","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",1961,8156.59609892912,6804.14810300867,27759.0062927078,6,6,6
"WV","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",903,7264.80258028793,6253.81720930233,17560.2490586932,6,6,4
"WI","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",1801,7742.64719044975,6481.26727928928,23074.4064686285,6,6,5
"WY","065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC",98,9457.53357142857,8379.21765306122,21980.1075510204,7,7,5
"AL","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1181,4740.4049788315,3600.10806096528,22401.323276884,2,2,5
"AK","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",84,8771.50916666667,7735.44857142857,26972.9829761905,7,7,6
"AZ","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",877,5720.72202964652,4461.1058608894,25621.1757468643,4,3,6
"AR","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",759,4812.81328063241,3719.30061923584,15027.8660079051,2,2,3
"CA","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",3723,6977.73519204942,5718.57465484824,42437.5761133495,5,5,8
"CO","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",478,5188.9439958159,4024.85276150628,25219.9403556485,3,3,6
"CT","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",801,6692.29239700375,5354.99746566792,21951.5650686642,5,5,5
"DE","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",296,5998.97564189189,4654.32621621622,15938.2243581081,4,4,3
"DC","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",209,7914.59296650718,6561.69248803828,31374.7474162679,6,6,7
"FL","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",4207,5182.49811742334,3914.96916567625,28579.8757071547,3,3,6
"GA","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1510,5383.16394039735,4176.97518543046,20289.3206887417,3,3,4
"HI","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",194,7830.50226804124,5737.8118556701,21613.611443299,6,5,5
"ID","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",182,5344.87554945055,3957.27043956044,14159.863956044,3,3,2
"IL","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",2723,5881.78253396989,4387.02739992655,24631.6099485861,4,3,5
"IN","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1561,5187.56962203716,3882.26730301089,18349.8319282511,3,3,4
"IA","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",565,5212.71962831858,3931.3567079646,17007.1824955752,3,3,3
"KS","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",426,5073.13312206573,3754.80769953052,22692.4131690141,3,2,5
"KY","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1177,5318.52844519966,4150.52088360238,20791.196346644,3,3,4
"LA","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",909,5315.24112211221,3850.66551155116,19215.3897689769,3,3,4
"ME","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",205,5469.29790243902,4142.49682926829,13016.4250243902,3,3,2
"MD","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1476,7719.6162601626,6564.09328590786,8179.07504065041,6,6,1
"MA","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1359,6527.82992641648,5377.57849889625,17698.6502943341,5,5,4
"MI","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1977,5842.36957005564,4636.40760242792,16036.8285483055,4,4,3
"MN","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",771,5922.45271076524,4405.62897535668,19632.974695201,4,3,4
"MS","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",868,4962.88248847926,3806.51919354839,19515.3490207373,3,2,4
"MO","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1557,5230.49630700064,3984.38412973667,20660.4309633911,3,3,4
"MT","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",165,5202.77327272727,3953.58284848485,12348.2633939394,3,3,2
"NE","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",331,5652.19516616314,4158.57274924471,18931.4987915408,4,3,4
"NV","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",349,6159.72022922636,4514.00418338109,34627.6516332378,4,3,7
"NH","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",256,5831.3840234375,4621.2459375,19239.8240234375,4,4,4
"NJ","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1907,6173.46676979549,5004.83864708967,45063.4382957525,4,4,8
"NM","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",208,6262.36418269231,4902.93427884615,19189.7649519231,4,4,4
"NY","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",2856,7235.12260854342,5847.93223039216,24933.1558648459,6,5,5
"NC","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",2321,5642.04433433865,4433.04507970702,16935.7917277036,4,3,3
"ND","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",152,5275.92322368421,4062.44789473684,11534.4551973684,3,3,2
"OH","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",2148,5285.81805400372,4123.53909683426,20677.3855214153,3,3,4
"OK","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",715,5138.66671328671,3888.66174825175,19019.2247972028,3,3,4
"OR","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",425,6049.75574117647,4563.38964705882,15265.1851529412,4,4,3
"PA","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",2665,5649.18247654784,4426.82115572233,28288.3506529081,4,3,6
"RI","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",141,6623.30929078014,5318.97361702128,21224.7546099291,5,5,5
"SC","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1053,5374.48554605888,4100.84547958215,21828.9489648623,3,3,5
"SD","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",166,5658.04813253012,4381.87765060241,15905.2196987952,4,3,3
"TN","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1422,5006.75259493671,3770.45103375527,19590.2740225035,3,2,4
"TX","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",3895,5476.27171501925,4171.24619512195,28468.3321129653,3,3,6
"UT","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",194,5448.75381443299,4201.10298969072,15445.7905154639,3,3,3
"VT","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",103,7282.02339805825,6191.08184466019,16030.6727184466,6,6,3
"VA","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1843,5409.24090070537,3999.75854042322,19083.5978404775,3,3,4
"WA","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",1185,5833.22374683544,4522.00194936709,22533.3884219409,4,3,5
"WV","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",477,5202.68088050315,4154.94788259958,13951.2974213836,3,3,2
"WI","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",767,5553.17645371578,4366.62262059974,17646.4606258149,3,3,4
"WY","066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC",30,6220.99266666667,5245.25933333333,17349.5596666667,4,4,3
"AL","069 - TRANSIENT ISCHEMIA",1393,4262.89908111989,3135.03222541278,20202.9671356784,2,1,4
"AK","069 - TRANSIENT ISCHEMIA",31,7434.70419354839,6561.44741935484,20937.8374193548,6,6,5
"AZ","069 - TRANSIENT ISCHEMIA",1344,4906.95302083333,3674.68334077381,24303.5418229167,3,2,5
"AR","069 - TRANSIENT ISCHEMIA",721,4329.69083217753,3213.40920943135,13440.0867822469,2,1,2
"CA","069 - TRANSIENT ISCHEMIA",4441,6119.98960594461,5032.63874127449,37395.6563206485,4,4,7
"CO","069 - TRANSIENT ISCHEMIA",687,4659.77665211063,3537.12883551674,22198.6837409025,2,2,5
"CT","069 - TRANSIENT ISCHEMIA",1216,5864.03254934211,4811.68579769737,18400.7640542763,4,4,4
"DE","069 - TRANSIENT ISCHEMIA",345,5359.68023188406,4227.50507246377,14292.3966086957,3,3,2
"DC","069 - TRANSIENT ISCHEMIA",152,6129.62046052632,4864.55394736842,19864.2009210526,4,4,4
"FL","069 - TRANSIENT ISCHEMIA",7270,4596.13162448418,3461.29231911967,27165.7229243466,2,2,6
"GA","069 - TRANSIENT ISCHEMIA",1900,4796.14952105263,3553.29851578947,19752.7198315789,2,2,4
"HI","069 - TRANSIENT ISCHEMIA",34,6511.79147058824,4999.29352941176,19865.6417647059,5,4,4
"ID","069 - TRANSIENT ISCHEMIA",130,4606.09569230769,3454.34438461538,12151.4652307692,2,2,2
"IL","069 - TRANSIENT ISCHEMIA",4574,5050.28010056843,3863.62927853083,21919.7015631832,3,3,5
"IN","069 - TRANSIENT ISCHEMIA",1960,4615.75020408163,3496.49506632653,16717.1927040816,2,2,3
"IA","069 - TRANSIENT ISCHEMIA",445,4556.70496629213,3259.50166292135,14840.3548539326,2,2,3
"KS","069 - TRANSIENT ISCHEMIA",528,4367.13956439394,3193.56352272727,21234.57875,2,1,5
"KY","069 - TRANSIENT ISCHEMIA",1901,4576.52456601789,3523.06692267228,16834.2538295634,2,2,3
"LA","069 - TRANSIENT ISCHEMIA",956,4575.87792887029,3485.85782426778,19102.645376569,2,2,4
"ME","069 - TRANSIENT ISCHEMIA",263,4818.48288973384,3764.07266159696,12012.9165779468,2,2,2
"MD","069 - TRANSIENT ISCHEMIA",2481,6493.0577025393,5476.24907295445,6892.09854494155,5,5,1
"MA","069 - TRANSIENT ISCHEMIA",1888,5542.26910487288,4536.24840572034,13501.4662658898,3,3,2
"MI","069 - TRANSIENT ISCHEMIA",3940,5129.30147715736,4080.07663959391,13892.3965761421,3,3,2
"MN","069 - TRANSIENT ISCHEMIA",720,5231.70623611111,4017.761125,16436.4129444444,3,3,3
"MS","069 - TRANSIENT ISCHEMIA",918,4512.60081699346,3344.53967320261,19311.5110457516,2,2,4
"MO","069 - TRANSIENT ISCHEMIA",1939,4600.54975760701,3450.14231046931,18689.9022382671,2,2,4
"MT","069 - TRANSIENT ISCHEMIA",85,4911.15082352941,3553.02835294118,11917.1727058824,3,2,2
"NE","069 - TRANSIENT ISCHEMIA",350,4792.16348571429,3517.3276,17520.5952571429,2,2,4
"NV","069 - TRANSIENT ISCHEMIA",454,5044.43004405286,3952.92484581498,32516.6029295154,3,3,7
"NH","069 - TRANSIENT ISCHEMIA",217,4884.29479262673,3789.94032258064,15366.9778341014,3,2,3
"NJ","069 - TRANSIENT ISCHEMIA",4080,5447.32567401961,4427.48216421569,40887.7197426471,3,3,8
"NM","069 - TRANSIENT ISCHEMIA",230,5099.54052173913,4027.60413043478,18905.892173913,3,3,4
"NY","069 - TRANSIENT ISCHEMIA",5789,6227.34068578338,5158.53192433926,20693.0201520124,4,4,4
"NC","069 - TRANSIENT ISCHEMIA",2833,4882.05357571479,3784.6345428874,15482.39306036,3,2,3
"ND","069 - TRANSIENT ISCHEMIA",76,5280.72197368421,3773.3672368421,11941.2321052632,3,2,2
"OH","069 - TRANSIENT ISCHEMIA",3382,4578.84142519219,3488.86295978711,18107.0729686576,2,2,4
"OK","069 - TRANSIENT ISCHEMIA",1145,4498.34525764192,3427.18998253275,16880.5226375546,2,2,3
"OR","069 - TRANSIENT ISCHEMIA",248,5399.17008064516,3936.35963709677,13826.3333064516,3,3,2
"PA","069 - TRANSIENT ISCHEMIA",4361,4885.04976840174,3842.49175418482,24723.4569112589,3,3,5
"RI","069 - TRANSIENT ISCHEMIA",183,6095.33644808743,4842.70382513661,18948.0073224044,4,4,4
"SC","069 - TRANSIENT ISCHEMIA",1241,4757.56477034649,3546.69206285254,20993.4993553586,2,2,5
"SD","069 - TRANSIENT ISCHEMIA",165,5074.44812121212,3934.25418181818,14243.0071515152,3,3,2
"TN","069 - TRANSIENT ISCHEMIA",1766,4491.43046998868,3358.76713476784,18326.7776387316,2,2,4
"TX","069 - TRANSIENT ISCHEMIA",5317,4792.14714688734,3658.3702388565,26817.0453131465,2,2,6
"UT","069 - TRANSIENT ISCHEMIA",121,4955.03801652893,3289.08776859504,14049.9154545455,3,2,2
"VT","069 - TRANSIENT ISCHEMIA",50,6294.6946,5279.0772,14194.5958,4,4,2
"VA","069 - TRANSIENT ISCHEMIA",2583,4621.4829345722,3401.04115756872,16483.4608555943,2,2,3
"WA","069 - TRANSIENT ISCHEMIA",1020,5140.91604901961,3961.97630392157,19711.197872549,3,3,4
"WV","069 - TRANSIENT ISCHEMIA",854,4521.80097189696,3507.89577283372,11701.0220960187,2,2,2
"WI","069 - TRANSIENT ISCHEMIA",863,4975.36622247972,3869.92913093859,17716.4703012746,3,3,4
"AL","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",469,5603.88882729211,4119.380554371,26543.9418550107,4,3,6
"AZ","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",306,5938.99839869281,4928.09614379085,25250.7095424837,4,4,6
"AR","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",168,5397.88357142857,4207.31642857143,16497.9969047619,3,3,3
"CA","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",1347,7742.60081662955,6759.04962880475,42161.9994209354,6,6,8
"CO","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",145,6192.08462068965,5169.67103448276,23494.2357241379,4,4,5
"CT","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",249,7833.93413654618,6367.20357429719,22541.8876305221,6,6,5
"DE","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",89,6924.45617977528,5621.15573033708,17240.5120224719,5,5,3
"DC","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",83,8621.66144578313,7900.41891566265,24898.058313253,7,7,5
"FL","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",1828,5539.84811269147,4431.11560722101,29396.2862746171,3,3,6
"GA","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",478,5772.27631799163,4612.06108786611,20526.2344560669,4,4,4
"ID","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",30,5414.861,4287.693,14598.5636666667,3,3,3
"IL","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",1370,6684.51456934306,5198.87548905109,24200.0409635037,5,4,5
"IN","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",541,5789.94255083179,4594.71393715342,20300.5893900185,4,4,4
"IA","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",114,6159.34894736842,4349.98877192982,17918.6821052632,4,3,4
"KS","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",150,5434.51726666667,4298.651,23603.6304666667,3,3,5
"KY","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",323,5528.08578947368,4389.5280495356,18517.82,3,3,4
"LA","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",304,5876.3875,4629.13361842105,22587.6290789474,4,4,5
"ME","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",94,5639.78308510638,5051.96085106383,14192.2094680851,4,4,2
"MD","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",739,7881.15809201624,6904.67626522327,8359.93737483085,6,6,1
"MA","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",798,7206.2184085213,6251.49488721804,15171.4814536341,6,6,3
"MI","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",1204,6408.32848006645,5484.8425,16212.9991445183,5,5,3
"MN","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",212,6610.62933962264,5452.79471698113,21404.1938679245,5,5,5
"MS","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",309,5717.88414239482,4533.92300970874,25878.9462459547,4,3,6
"MO","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",614,5847.49449511401,4475.58884364821,21313.5024267101,4,3,5
"MT","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",26,5497.11,4893.725,10017.84,3,4,1
"NE","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",47,6054.84638297872,5316.95361702128,26232.3791489362,4,5,6
"NV","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",95,5985.45,4684.63715789474,44286.4261052632,4,4,8
"NH","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",55,5660.94509090909,4277.34290909091,14762.9236363636,4,3,3
"NJ","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",922,6578.99810195228,5526.47490238612,42421.3021691974,5,5,8
"NM","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",34,5565.02911764706,4433.70147058823,19453.23,3,3,4
"NY","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",1533,8209.67639269406,7048.35631441618,26465.127553816,6,6,6
"NC","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",949,6342.54801896733,5305.55873551106,18343.0701264489,5,5,4
"ND","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",22,7058.68,4650.68,12602.27,5,4,2
"OH","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",1098,5791.2539435337,4793.60879781421,18916.8181056466,4,4,4
"OK","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",230,5852.51017391304,4780.89652173913,27195.6965217391,4,4,6
"OR","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",26,5967.11230769231,4682.34230769231,20714.4984615385,4,4,4
"PA","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",1094,6702.80961608775,5576.67719378428,39486.2709872029,5,5,8
"RI","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",65,7514.39676923077,6091.34907692308,20271.0889230769,6,5,4
"SC","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",307,6133.99540716612,4608.40540716612,26048.0253745928,4,4,6
"SD","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",48,6862.26833333333,5168.37166666667,21860.7258333333,5,4,5
"TN","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",545,5848.83814678899,4325.30493577982,25831.3059633028,4,3,6
"TX","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",1396,6497.98195558739,4939.07258595989,29821.9444842407,5,4,6
"UT","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",13,9394.84,8195.46,32920.07,7,7,7
"VT","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",19,8488.89,7529.15,20524.68,7,7,4
"VA","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",549,5894.07961748634,4566.11737704918,19316.781147541,4,4,4
"WA","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",238,6371.73962184874,5038.21441176471,24130.9379411765,5,4,5
"WV","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",167,5342.45574850299,4398.98886227545,13125.9894011976,3,3,2
"WI","074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC",217,6630.44903225806,5678.46202764977,18946.2684792627,5,5,4
"AL","101 - SEIZURES W/O MCC",960,4701.59313541667,3495.67120833333,19441.8246354167,2,2,4
"AK","101 - SEIZURES W/O MCC",39,7828.66,5958.48564102564,22887.4843589744,6,5,5
"AZ","101 - SEIZURES W/O MCC",729,5736.01689986283,4440.00635116598,24273.8922359396,4,3,5
"AR","101 - SEIZURES W/O MCC",410,4754.4237804878,3597.85626829268,14719.1307560976,2,2,3
"CA","101 - SEIZURES W/O MCC",2822,6929.662551382,5863.96771084337,38638.4822182849,5,5,8
"CO","101 - SEIZURES W/O MCC",434,5628.0481797235,4423.11334101382,25232.2356682028,4,3,6
"CT","101 - SEIZURES W/O MCC",640,6537.9355,5231.463765625,20329.182828125,5,4,4
"DE","101 - SEIZURES W/O MCC",150,5619.8522,4360.05833333333,14049.7448,4,3,2
"DC","101 - SEIZURES W/O MCC",170,7791.99870588235,6772.24929411765,26780.8081764706,6,6,6
"FL","101 - SEIZURES W/O MCC",4068,5013.86470255654,3988.08298426745,25327.3411774828,3,3,6
"GA","101 - SEIZURES W/O MCC",1190,5153.036,4079.13986554622,19682.6455462185,3,3,4
"HI","101 - SEIZURES W/O MCC",37,7897.2927027027,5911.94108108108,21346.8032432432,6,5,5
"ID","101 - SEIZURES W/O MCC",58,5309.545,4092.97551724138,18470.4972413793,3,3,4
"IL","101 - SEIZURES W/O MCC",2890,5661.28138062284,4502.48621799308,20445.582183391,4,3,4
"IN","101 - SEIZURES W/O MCC",1062,5037.14670433145,3968.52127118644,15291.1100376648,3,3,3
"IA","101 - SEIZURES W/O MCC",350,5363.06105714286,3914.00748571429,14182.9070285714,3,3,2
"KS","101 - SEIZURES W/O MCC",327,4797.66211009174,3742.95146788991,21637.1686238532,2,2,5
"KY","101 - SEIZURES W/O MCC",921,5115.0198805646,3958.70862106406,15499.298534202,3,3,3
"LA","101 - SEIZURES W/O MCC",621,4810.81331723027,3801.56653784219,17381.4636392915,2,2,3
"ME","101 - SEIZURES W/O MCC",134,5267.64320895522,4120.81134328358,12872.1749253731,3,3,2
"MD","101 - SEIZURES W/O MCC",1473,7427.43156143924,6465.3393957909,7873.27876442634,6,6,1
"MA","101 - SEIZURES W/O MCC",1816,6347.50466409692,5318.38311123348,14163.5606938326,5,5,2
"MI","101 - SEIZURES W/O MCC",2452,5667.72995106036,4708.49009380098,13979.1663499184,4,4,2
"MN","101 - SEIZURES W/O MCC",717,5896.29255230125,4621.68873082287,18335.2933751743,4,4,4
"MS","101 - SEIZURES W/O MCC",570,4760.59780701754,3686.65626315789,19376.6858947368,2,2,4
"MO","101 - SEIZURES W/O MCC",1376,4979.43567587209,4003.04867732558,17972.3911482558,3,3,4
"MT","101 - SEIZURES W/O MCC",56,4873.73,3980.44214285714,12693.785,3,3,2
"NE","101 - SEIZURES W/O MCC",243,5261.37119341564,4135.28,17726.8785185185,3,3,4
"NV","101 - SEIZURES W/O MCC",414,5663.07814009662,4519.87601449275,32407.3051690821,4,3,7
"NH","101 - SEIZURES W/O MCC",190,6013.39994736842,4709.78710526316,17277.7681578947,4,4,3
"NJ","101 - SEIZURES W/O MCC",2311,6078.45377758546,5017.52870186067,44017.3621376028,4,4,8
"NM","101 - SEIZURES W/O MCC",178,5982.92786516854,5048.10803370786,17791.8497752809,4,4,4
"NY","101 - SEIZURES W/O MCC",4503,7633.63167443926,6540.31206084832,24411.0194115034,6,6,5
"NC","101 - SEIZURES W/O MCC",1462,5528.70960328317,4502.38606019152,16902.5741997264,3,3,3
"ND","101 - SEIZURES W/O MCC",47,5060.76276595745,4112.18617021277,10320.53,3,3,1
"OH","101 - SEIZURES W/O MCC",2067,5259.48563618771,4233.03826802129,20042.4974552492,3,3,4
"OK","101 - SEIZURES W/O MCC",485,4873.38715463918,4008.05092783505,16659.8797525773,3,3,3
"OR","101 - SEIZURES W/O MCC",116,6742.09862068966,5277.99534482759,16424.1840517241,5,4,3
"PA","101 - SEIZURES W/O MCC",2363,5717.4136944562,4633.07410071942,28737.5536944562,4,4,6
"RI","101 - SEIZURES W/O MCC",166,6095.9543373494,5086.1686746988,17838.6112048193,4,4,4
"SC","101 - SEIZURES W/O MCC",747,5183.0347523427,4176.6287416332,21495.5905890228,3,3,5
"SD","101 - SEIZURES W/O MCC",73,5574.15684931507,4294.74917808219,16902.9246575342,3,3,3
